82,690
82,364
82,256
82,418
82,412
82,329
82,222
82,730
82,217
82,636
83,47
83,220
83,536
83,573
83,179
83,687
83,711
83,667
83,311
83,726
84,534
84,121
84,396
84,113
84,436
84,616
84,284
84,505
84,209
84,719
84,779
84,370
84,635
84,732
85,161
85,168
85,362
85,263
85,364
86,280
86,238
86,596
86,332
86,799
86,129
86,192
86,534
88,285
88,689
88,838
88,518
88,57
88,62
89,600
89,169
89,567
90,397
90,65
90,684
90,265
90,812
90,759
90,467
90,296
90,736
90,208
90,727
91,312
91,795
91,711
91,812
91,586
91,193
91,284
91,826
91,599
93,764
93,841
93,371
93,622
93,760
94,25
94,730
94,433
94,623
95,460
95,138
95,671
95,59
95,618
95,351
95,822
96,130
96,494
96,217
96,717
96,579
96,302
96,771
97,788
98,77
98,12
98,202
98,827
98,541
98,22
98,520
98,499
98,640
98,239
98,98
98,120
99,477
99,99
99,622
99,203
99,199
