44,230
44,34
44,185
44,250
44,560
44,673
44,274
44,529
44,817
45,808
45,665
45,688
46,532
46,51
46,707
46,642
46,200
47,246
47,636
47,48
47,635
47,758
47,295
47,167
47,622
47,47
47,278
47,131
48,767
48,142
48,750
48,304
48,6
48,118
48,92
48,505
48,613
49,100
49,116
49,425
49,643
50,506
50,713
50,231
50,516
50,50
50,558
50,56
50,161
50,830
50,16
50,300
50,550
50,26
51,96
51,63
51,433
51,15
51,742
51,259
51,136
51,369
51,487
51,231
51,0
51,795
51,534
51,650
52,656
52,326
52,765
53,199
53,416
53,473
53,577
53,315
53,403
53,128
53,820
53,699
53,420
54,430
54,48
54,71
54,280
54,479
54,131
54,250
54,798
54,512
54,258
54,584
55,630
55,598
55,150
55,237
55,796
55,807
55,26
55,530
55,718
55,298
55,401
56,769
57,584
58,789
58,576
58,47
58,570
58,53
58,17
59,25
59,110
59,721
59,534
59,193
60,397
61,655
62,260
62,239
62,401
62,776
62,56
62,521
62,413
62,12
62,785
62,76
63,136
63,302
63,588
64,452
64,586
64,641
64,200
65,327
65,63
65,734
66,123
66,771
66,515
66,429
66,136
66,431
66,401
66,435
66,131
66,847
66,205
66,217
66,764
66,748
67,357
67,283
67,336
67,318
67,448
68,537
68,658
68,497
68,70
68,391
68,772
68,220
68,504
68,262
68,133
68,739
68,57
69,663
69,174
69,289
69,748
69,284
69,705
70,290
70,74
70,637
70,533
70,787
70,64
70,318
70,280
70,123
70,368
70,337
70,66
71,540
71,471
71,541
71,269
71,817
71,166
71,463
71,811
71,567
71,789
71,456
73,684
73,841
73,529
73,600
73,545
73,207
73,407
73,700
73,718
74,403
74,401
74,828
74,781
74,617
74,641
74,338
74,343
74,395
74,114
74,836
74,111
75,2
75,770
75,302
75,749
77,268
77,12
77,378
77,628
77,502
77,256
77,576
77,336
77,505
77,206
78,790
78,630
78,533
79,386
79,547
79,724
80,679
80,521
80,139
80,407
80,376
80,766
81,388
81,486
81,547
81,222
83,758
83,640
83,390
83,664
84,63
84,561
84,93
84,579
84,512
84,661
84,336
84,475
84,476
84,79
84,24
84,356
84,482
84,470
84,649
85,495
85,106
85,314
85,582
85,533
85,419
85,773
85,151
85,673
85,218
85,198
85,60
85,475
85,671
85,265
86,193
86,137
86,166
86,121
86,449
86,237
86,384
88,513
88,261
88,540
88,508
88,361
88,320
88,550
88,534
88,746
90,205
91,170
91,533
91,20
91,366
91,217
91,846
91,701
91,194
91,574
91,134
91,518
92,174
92,807
92,620
92,338
92,238
92,132
92,96
93,73
93,753
93,463
93,681
93,352
93,748
93,230
93,151
93,13
93,220
93,154
93,708
93,538
93,32
94,361
94,147
94,664
94,583
94,235
94,681
94,811
94,539
94,52
94,500
94,593
94,341
94,246
94,66
95,746
95,163
95,386
95,90
95,36
95,725
95,248
95,62
95,688
95,339
95,358
95,265
95,258
95,183
96,600
96,64
96,132
96,697
96,744
96,665
96,553
96,423
96,472
96,309
96,555
98,562
98,736
98,544
98,23
98,303
98,746
98,244
98,776
98,643
98,670
98,88
98,554
98,395
98,654
98,410
99,214
99,481
99,737
99,69
99,111
99,257
99,155
99,140
99,705
